地点名,カテゴリ,緯度,経度,確認済み,説明,注意メモ,Google Maps URL
情報無し,トイレ,42.890406,143.928203,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/10158501776,"https://www.google.com/maps/search/?api=1&query=42.890406,143.928203"
情報無し,トイレ,42.937061,144.770907,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/3103808872,"https://www.google.com/maps/search/?api=1&query=42.937061,144.770907"
情報無し,トイレ,42.970073,144.425302,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/12944202054,"https://www.google.com/maps/search/?api=1&query=42.970073,144.425302"
情報無し,トイレ,42.9735,144.374487,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/5678707035,"https://www.google.com/maps/search/?api=1&query=42.9735,144.374487"
情報無し,トイレ,42.978364,144.405207,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/5216375148,"https://www.google.com/maps/search/?api=1&query=42.978364,144.405207"
情報無し,トイレ,42.979346,144.386732,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/5678749021,"https://www.google.com/maps/search/?api=1&query=42.979346,144.386732"
情報無し,トイレ,43.01969,144.841807,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/2879159101,"https://www.google.com/maps/search/?api=1&query=43.01969,144.841807"
情報無し,トイレ,43.023476,144.358076,FALSE,種別: toilets / 営業時間: 24/7,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/5326417225,"https://www.google.com/maps/search/?api=1&query=43.023476,144.358076"
情報無し,トイレ,43.028947,144.860282,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/2877182101,"https://www.google.com/maps/search/?api=1&query=43.028947,144.860282"
情報無し,トイレ,43.056032,144.841503,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/13259777072,"https://www.google.com/maps/search/?api=1&query=43.056032,144.841503"
情報無し,トイレ,43.058293,144.196843,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/13011149818,"https://www.google.com/maps/search/?api=1&query=43.058293,144.196843"
情報無し,トイレ,43.058845,144.794341,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/5965334775,"https://www.google.com/maps/search/?api=1&query=43.058845,144.794341"
情報無し,トイレ,43.074185,144.320761,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/4326441987 / OSM check_date: 2024-09-06,"https://www.google.com/maps/search/?api=1&query=43.074185,144.320761"
情報無し,トイレ,43.07769,143.962533,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/10160393793,"https://www.google.com/maps/search/?api=1&query=43.07769,143.962533"
情報無し,トイレ,43.08273,145.161,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/6594069762,"https://www.google.com/maps/search/?api=1&query=43.08273,145.161"
情報無し,トイレ,43.129307,145.027649,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/13287259030,"https://www.google.com/maps/search/?api=1&query=43.129307,145.027649"
情報無し,トイレ,43.172903,145.506237,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/5677283821,"https://www.google.com/maps/search/?api=1&query=43.172903,145.506237"
情報無し,トイレ,43.190973,144.46588,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/5573732406,"https://www.google.com/maps/search/?api=1&query=43.190973,144.46588"
情報無し,トイレ,43.26168,145.438802,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/2982245824,"https://www.google.com/maps/search/?api=1&query=43.26168,145.438802"
情報無し,トイレ,43.2796,145.588895,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/3495901184,"https://www.google.com/maps/search/?api=1&query=43.2796,145.588895"
情報無し,トイレ,43.378841,143.970893,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/4299896173,"https://www.google.com/maps/search/?api=1&query=43.378841,143.970893"
情報無し,トイレ,43.384173,145.689959,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/5676754821,"https://www.google.com/maps/search/?api=1&query=43.384173,145.689959"
情報無し,トイレ,43.385186,145.811763,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/10969270450,"https://www.google.com/maps/search/?api=1&query=43.385186,145.811763"
情報無し,トイレ,43.386056,145.811766,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/10969270452,"https://www.google.com/maps/search/?api=1&query=43.386056,145.811766"
情報無し,トイレ,43.388045,145.287385,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/4272531589,"https://www.google.com/maps/search/?api=1&query=43.388045,145.287385"
情報無し,トイレ,43.433751,144.101892,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/13016356901,"https://www.google.com/maps/search/?api=1&query=43.433751,144.101892"
情報無し,トイレ,43.556071,144.507217,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/4299706261,"https://www.google.com/maps/search/?api=1&query=43.556071,144.507217"
情報無し,トイレ,43.567213,145.34753,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/6585513585,"https://www.google.com/maps/search/?api=1&query=43.567213,145.34753"
情報無し,トイレ,43.581147,145.327702,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/6585451887,"https://www.google.com/maps/search/?api=1&query=43.581147,145.327702"
情報無し,トイレ,43.590433,145.334844,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/4310478350,"https://www.google.com/maps/search/?api=1&query=43.590433,145.334844"
情報無し,トイレ,43.600954,144.570752,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/2586664217,"https://www.google.com/maps/search/?api=1&query=43.600954,144.570752"
情報無し,トイレ,43.632291,144.724207,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/10651449666,"https://www.google.com/maps/search/?api=1&query=43.632291,144.724207"
情報無し,トイレ,43.635156,144.437027,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/5027739321,"https://www.google.com/maps/search/?api=1&query=43.635156,144.437027"
情報無し,トイレ,43.642809,144.900297,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/13513904527,"https://www.google.com/maps/search/?api=1&query=43.642809,144.900297"
情報無し,トイレ,43.701845,144.025121,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/5215204949,"https://www.google.com/maps/search/?api=1&query=43.701845,144.025121"
情報無し,トイレ,43.702043,144.913628,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/10687841322,"https://www.google.com/maps/search/?api=1&query=43.702043,144.913628"
情報無し,トイレ,43.718321,144.505876,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/13014578101 / OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/13014580701,"https://www.google.com/maps/search/?api=1&query=43.718321,144.505876"
情報無し,トイレ,43.815833,143.884308,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/8242257934,"https://www.google.com/maps/search/?api=1&query=43.815833,143.884308"
情報無し,トイレ,43.815835,143.88434,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/8242257933,"https://www.google.com/maps/search/?api=1&query=43.815835,143.88434"
情報無し,トイレ,43.815835,143.884371,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/8242257932,"https://www.google.com/maps/search/?api=1&query=43.815835,143.884371"
情報無し,トイレ,43.844795,144.294612,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/5816725510,"https://www.google.com/maps/search/?api=1&query=43.844795,144.294612"
情報無し,トイレ,43.85874,145.51308,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/11124125268,"https://www.google.com/maps/search/?api=1&query=43.85874,145.51308"
情報無し,トイレ,43.860362,144.451353,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/2980579407,"https://www.google.com/maps/search/?api=1&query=43.860362,144.451353"
情報無し,トイレ,43.916351,144.179639,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/12116978853,"https://www.google.com/maps/search/?api=1&query=43.916351,144.179639"
情報無し,トイレ,43.996545,144.228837,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/12198105966,"https://www.google.com/maps/search/?api=1&query=43.996545,144.228837"
情報無し,トイレ,44.002064,145.791093,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/13027063342,"https://www.google.com/maps/search/?api=1&query=44.002064,145.791093"
情報無し,トイレ,44.017487,145.192267,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/2587108581 / OSM check_date: 2024-09-10,"https://www.google.com/maps/search/?api=1&query=44.017487,145.192267"
情報無し,トイレ,44.027896,145.859672,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/12162409158,"https://www.google.com/maps/search/?api=1&query=44.027896,145.859672"
情報無し,トイレ,44.040381,145.860441,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/6734098916,"https://www.google.com/maps/search/?api=1&query=44.040381,145.860441"
情報無し,トイレ,44.099599,143.823391,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/7300462448,"https://www.google.com/maps/search/?api=1&query=44.099599,143.823391"
情報無し,トイレ,44.099601,143.823434,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/7300462447,"https://www.google.com/maps/search/?api=1&query=44.099601,143.823434"
情報無し,トイレ,44.099606,143.823485,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/7300462446,"https://www.google.com/maps/search/?api=1&query=44.099606,143.823485"
情報無し,トイレ,44.122242,145.080441,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/5673955921,"https://www.google.com/maps/search/?api=1&query=44.122242,145.080441"
情報無し,トイレ,44.190206,145.324204,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/6583832182,"https://www.google.com/maps/search/?api=1&query=44.190206,145.324204"
携帯トイレ専用ブース,トイレ,44.030575,145.092265,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/9949655849,"https://www.google.com/maps/search/?api=1&query=44.030575,145.092265"
男大は夜間閉鎖(キャブコンのポータ処理対策),トイレ,43.533572,145.236823,FALSE,種別: toilets,OSM/既存CSV由来。利用可否・冬季閉鎖・清潔度は要確認。 / OSM ID: node/6612896802,"https://www.google.com/maps/search/?api=1&query=43.533572,145.236823"
細岡展望台周辺 トイレ候補,トイレ,43.103,144.4932,FALSE,湿原コース中盤のトイレ候補。利用可否・季節営業を確認。,OSM/現地確認で確定。,"https://www.google.com/maps/search/?api=1&query=43.103,144.4932"
Aidomari Hot Spring,水場,44.184523,145.317637,FALSE,自然種別: spring,OSM/既存CSV由来。飲用可否は必ず現地確認。 / OSM ID: node/6711181186,"https://www.google.com/maps/search/?api=1&query=44.184523,145.317637"
Перекаты теплого ручья,水場,44.000394,145.773498,FALSE,自然種別: spring,OSM/既存CSV由来。飲用可否は必ず現地確認。 / OSM ID: node/8090330917,"https://www.google.com/maps/search/?api=1&query=44.000394,145.773498"
三十三冷泉,水場,43.743754,144.45801,FALSE,自然種別: spring,OSM/既存CSV由来。飲用可否は必ず現地確認。 / OSM ID: node/9036538804,"https://www.google.com/maps/search/?api=1&query=43.743754,144.45801"
公衆浴場,水場,43.581831,144.314461,FALSE,自然種別: spring,OSM/既存CSV由来。飲用可否は必ず現地確認。 / OSM ID: node/6679688286,"https://www.google.com/maps/search/?api=1&query=43.581831,144.314461"
千歳橋,水場,43.396988,143.704,FALSE,自然種別: spring,OSM/既存CSV由来。飲用可否は必ず現地確認。 / OSM ID: node/6831764285,"https://www.google.com/maps/search/?api=1&query=43.396988,143.704"
和琴温泉,水場,43.579497,144.310637,FALSE,種別: public_bath / 自然種別: spring,OSM/既存CSV由来。飲用可否は必ず現地確認。 / OSM ID: node/4238894598,"https://www.google.com/maps/search/?api=1&query=43.579497,144.310637"
屈斜路湖 砂湯周辺,水場,43.6148,144.3449,FALSE,湖畔休憩ポイント。水辺・景観体験の候補。,飲用可否は現地確認必須。,"https://www.google.com/maps/search/?api=1&query=43.6148,144.3449"
情報無し,水場,43.182122,144.472009,FALSE,自然種別: spring,OSM/既存CSV由来。飲用可否は必ず現地確認。 / OSM ID: node/6056571185,"https://www.google.com/maps/search/?api=1&query=43.182122,144.472009"
情報無し,水場,44.016949,145.782038,FALSE,自然種別: spring,OSM/既存CSV由来。飲用可否は必ず現地確認。 / OSM ID: node/11329357429,"https://www.google.com/maps/search/?api=1&query=44.016949,145.782038"
情報無し,水場,44.332576,146.272496,FALSE,自然種別: spring,OSM/既存CSV由来。飲用可否は必ず現地確認。 / OSM ID: node/11090978708,"https://www.google.com/maps/search/?api=1&query=44.332576,146.272496"
相泊温泉,水場,44.163512,145.295706,FALSE,自然種別: spring,OSM/既存CSV由来。飲用可否は必ず現地確認。 / OSM ID: node/6583754336,"https://www.google.com/maps/search/?api=1&query=44.163512,145.295706"
若松湧水,水場,43.762314,143.918066,FALSE,自然種別: spring,OSM/既存CSV由来。飲用可否は必ず現地確認。 / OSM ID: node/4935836026,"https://www.google.com/maps/search/?api=1&query=43.762314,143.918066"
釧路湿原周辺 水辺注意エリア,水場,43.1,144.49,FALSE,水辺は景観価値が高いが、飲用水として扱わない。補給は自販機・コンビニ優先。,飲用可否は必ず現地確認。,"https://www.google.com/maps/search/?api=1&query=43.1,144.49"
銀嶺水,水場,43.711658,144.330318,FALSE,自然種別: spring,OSM/既存CSV由来。飲用可否は必ず現地確認。 / OSM ID: node/10159279140,"https://www.google.com/maps/search/?api=1&query=43.711658,144.330318"
神の子池 駐車場候補,駐車場,43.7047,144.5813,FALSE,車アクセス・送迎候補。ただし林道・入林届・季節条件に注意。,入林届対象区間に近いため要確認。,"https://www.google.com/maps/search/?api=1&query=43.7047,144.5813"
細岡展望台 駐車場候補,駐車場,43.103,144.4932,FALSE,車利用者の立ち寄り・送迎候補。台数・冬季状況は確認。,OSM/現地確認で確定。,"https://www.google.com/maps/search/?api=1&query=43.103,144.4932"
道の駅しゃり 駐車場周辺,駐車場,43.9119,144.67,FALSE,町中補給・休憩・集合場所候補。,住所・座標は要確認。,"https://www.google.com/maps/search/?api=1&query=43.9119,144.67"
摩周湖第一展望台,観光・見どころ,43.5773,144.5326,FALSE,カルデラ景観の象徴。天候次第で体験価値が大きい。,ルートからの利用可否は要確認。,"https://www.google.com/maps/search/?api=1&query=43.5773,144.5326"
神の子池,観光・見どころ,43.7047,144.5813,FALSE,裏摩周外輪山・神の子池トレイルの象徴的スポット。,公式サイトで地域トレイルとして言及。,"https://www.google.com/maps/search/?api=1&query=43.7047,144.5813"
細岡展望台,観光・見どころ,43.103,144.4932,FALSE,釧路湿原を一望できるハイライト。初回体験の象徴ポイント。,モデルコースのハイライトとして記載。,"https://www.google.com/maps/search/?api=1&query=43.103,144.4932"
ヒグマ注意:北海道東トレイル全般,危険エリア,43.7,144.7,FALSE,熊よけ鈴・スプレー・出没情報確認。単独行動は慎重に。,公式サイトの心得でヒグマ出没情報確認に言及。地点ではなく全体注意。,"https://www.google.com/maps/search/?api=1&query=43.7,144.7"
一般道歩行注意:北海道東トレイル全般,危険エリア,43.6,144.8,FALSE,一般道では車に注意。夜間・悪天候時は反射材とライト必須。,公式サイトの心得で一般道・安全確保に言及。地点ではなく全体注意。,"https://www.google.com/maps/search/?api=1&query=43.6,144.8"
神の子池林道 入林届対象区間,危険エリア,43.7,144.575,FALSE,入林届・ヒグマ・通信圏外等に注意。歩行前に最新情報確認。,公式サイトで入林届対象として記載。範囲は要GIS化。,"https://www.google.com/maps/search/?api=1&query=43.7,144.575"
藻琴山林道 入林届対象区間,危険エリア,43.67,144.3,FALSE,入林届・天候急変・車道歩行に注意。,公式サイトで入林届対象として記載。範囲は要GIS化。,"https://www.google.com/maps/search/?api=1&query=43.67,144.3"
通信圏外・売店少ない区間注意:北海道東トレイル全般,危険エリア,43.55,144.7,FALSE,売店・交通機関が少ない区間あり。水・食料・GPS・予備電源を事前確認。,公式サイトの心得で売店・交通機関・携帯圏外に言及。,"https://www.google.com/maps/search/?api=1&query=43.55,144.7"
